Waterbody Name,Waterbody Code,Lat,Lon,Structure Name,Year Installed
Jeffrey Lake,4555,40.95157,-100.40128,Cedar Tree,2017
Jeffrey Lake,4555,40.95315,-100.39827,Cedar Tree,2017
Jeffrey Lake,4555,40.95348,-100.39865,Cedar Tree,2017
Jeffrey Lake,4555,40.95332,-100.39853,Cedar Tree,2017
Jeffrey Lake,4555,40.9545,-100.3992,Cedar Tree,2017
Jeffrey Lake,4555,40.95439,-100.3989,Cedar Tree,2017
