Waterbody Name,Waterbody Code,Lat,Lon,Structure Name,Year Installed
Willow Island,6240,40.87722,-100.0676,Trees,2015
Willow Island,6240,40.87736,-100.0679,Trees,2015
Willow Island,6240,40.87744,-100.0682,Trees,2015
Willow Island,6240,40.87744,-100.0683,Trees,2015
