ID,Latitude,Longitude,Structure
598,41.01667,-100.4164,STRUCTURE
599,41.01685,-100.4165,STRUCTURE
600,41.01692,-100.4166,STRUCTURE
601,41.0168,-100.4164,STRUCTURE
602,41.01723,-100.4188,STRUCTURE
603,41.01735,-100.4189,STRUCTURE
604,41.01748,-100.419,STRUCTURE
605,41.017441,-100.419024,TREE
