ID,Latitude,Longitude,Structure
410,40.69659,-99.87178,SHOAL
411,40.69654,-99.87209,SHOAL
412,40.69651,-99.87232,SHOAL
413,40.69648,-99.87252,SHOAL
414,40.69645,-99.87267,SHOAL
415,40.69694,-99.87184,SHOAL
416,40.6969,-99.87244,SHOAL
417,40.69687,-99.87262,SHOAL
418,40.69679,-99.87302,SHOAL
419,40.69674,-99.87327,SHOAL
